# Tiempo_dias,Posicion_AU,Velocidad_kms,a_Psi,rho_dot,I_Ni
6.256256256256255455e+01,5.585935614005151706e+00,-3.085826365079727651e+01,2.665406806807568074e-34,2.665406806807568074e-34,2.655406806807568342e-14
6.291013235457680253e+01,5.579740527121527016e+00,-3.086398397205686450e+01,-4.040569161633468203e-34,-4.040569161633468203e-34,4.030569161633468412e-14
6.325770214659103630e+01,5.573544296237211704e+00,-3.086971684088611667e+01,3.871092842002676513e-34,3.871092842002676513e-34,3.861092842002676993e-14
6.360527193860527007e+01,5.567346918981351145e+00,-3.087546229689292332e+01,-2.192849962074780025e-34,-2.192849962074780025e-34,2.182849962074780117e-14
6.395284173061950383e+01,5.561148392967766085e+00,-3.088122038010445536e+01,-2.840839006179833089e-35,-2.840839006179833089e-35,2.740839006179832956e-15
6.430041152263373760e+01,5.554948715794948200e+00,-3.088699113096722115e+01,2.645797177145841348e-34,2.645797177145841348e-34,2.635797177145841597e-14
6.464798131464797848e+01,5.548747885046064532e+00,-3.089277459034699902e+01,-3.939625342343417592e-34,-3.939625342343417592e-34,3.929625342343417942e-14
6.499555110666221935e+01,5.542545898288949502e+00,-3.089857079952889052e+01,3.727854819272535708e-34,3.727854819272535708e-34,3.717854819272535997e-14
6.534312089867644602e+01,5.536342753076116452e+00,-3.090437980021729203e+01,-2.063548634852644872e-34,-2.063548634852644872e-34,2.053548634852645220e-14
6.569069069069068689e+01,5.530138446944746988e+00,-3.091020163453589831e+01,-3.506445172937035725e-35,-3.506445172937035725e-35,3.406445172937035692e-15
6.603826048270492777e+01,5.523932977416697199e+00,-3.091603634502771314e+01,2.624103245971539804e-34,2.624103245971539804e-34,2.614103245971540092e-14
6.638583027471916864e+01,5.517726341998494100e+00,-3.092188397465504224e+01,-3.839754549464412618e-34,-3.839754549464412618e-34,3.829754549464412837e-14
6.673340006673339531e+01,5.511518538181340077e+00,-3.092774456679948969e+01,3.588418188194520014e-34,3.588418188194520014e-34,3.578418188194520287e-14
6.708096985874763618e+01,5.505309563441107557e+00,-3.093361816526196506e+01,-1.939263438107645920e-34,-1.939263438107645920e-34,1.929263438107646192e-14
6.742853965076186284e+01,5.499099415238343447e+00,-3.093950481426267274e+01,-4.128949696590278303e-35,-4.128949696590278303e-35,4.028949696590278285e-15
6.777610944277611793e+01,5.492888091018264696e+00,-3.094540455844112969e+01,2.600472926049461411e-34,2.600472926049461411e-34,2.590472926049461511e-14
6.812367923479034459e+01,5.486675588210765397e+00,-3.095131744285615127e+01,-3.741016208887994608e-34,-3.741016208887994608e-34,3.731016208887994534e-14
6.847124902680458547e+01,5.480461904230407910e+00,-3.095724351298585475e+01,3.452731497711057095e-34,3.452731497711057095e-34,3.442731497711057172e-14
6.881881881881881213e+01,5.474247036476429074e+00,-3.096318281472765221e+01,-1.819853747216403920e-34,-1.819853747216403920e-34,1.809853747216403765e-14
6.916638861083305301e+01,5.468030982332738432e+00,-3.096913539439827900e+01,-4.710105838297302281e-35,-4.710105838297302281e-35,4.610105838297302351e-15
6.951395840284729388e+01,5.461813739167918236e+00,-3.097510129873374396e+01,2.575047873657818143e-34,2.575047873657818143e-34,2.565047873657818218e-14
6.986152819486152055e+01,5.455595304335220774e+00,-3.098108057488938272e+01,-3.643464898152149629e-34,-3.643464898152149629e-34,3.633464898152149875e-14
7.020909798687576142e+01,5.449375675172576372e+00,-3.098707327043982573e+01,3.320741720472329686e-34,3.320741720472329686e-34,3.310741720472329677e-14
7.055666777889000230e+01,5.443154849002582729e+00,-3.099307943337899118e+01,-1.705181181563370323e-34,-1.705181181563370323e-34,1.695181181563370390e-14
7.090423757090424317e+01,5.436932823132512915e+00,-3.099909911212012403e+01,-5.251615111389565781e-35,-5.251615111389565781e-35,5.151615111389565837e-15
7.125180736291846983e+01,5.430709594854310929e+00,-3.100513235549575342e+01,2.547963680316175474e-34,2.547963680316175474e-34,2.537963680316175820e-14
7.159937715493271071e+01,5.424485161444597026e+00,-3.101117921275771749e+01,-3.547150562499141612e-34,-3.547150562499141612e-34,3.537150562499141517e-14
7.194694694694693737e+01,5.418259520164658838e+00,-3.101723973357715636e+01,3.192394409391668115e-34,3.192394409391668115e-34,3.182394409391668042e-14
7.229451673896119246e+01,5.412032668260460255e+00,-3.102331396804451202e+01,-1.595109642703562707e-34,-1.595109642703562707e-34,1.585109642703562776e-14
7.264208653097541912e+01,5.405804602962637873e+00,-3.102940196666953199e+01,-5.755128221461079324e-35,-5.755128221461079324e-35,5.655128221461078842e-15
7.298965632298966000e+01,5.399575321486498325e+00,-3.103550378038125146e+01,2.519350060743828019e-34,2.519350060743828019e-34,2.509350060743828100e-14
7.333722611500388666e+01,5.393344821032022729e+00,-3.104161946052803245e+01,-3.452118723990474798e-34,-3.452118723990474798e-34,3.442118723990475060e-14
7.368479590701812754e+01,5.387113098783864906e+00,-3.104774905887751757e+01,3.067633846811323146e-34,3.067633846811323146e-34,3.057633846811323291e-14
7.403236569903236841e+01,5.380880151911350495e+00,-3.105389262761666558e+01,-1.489505347518716265e-34,-1.489505347518716265e-34,1.479505347518716104e-14
7.437993549104660929e+01,5.374645977568479616e+00,-3.106005021935172294e+01,-6.222246013658368348e-35,-6.222246013658368348e-35,6.122246013658368052e-15
7.472750528306083595e+01,5.368410572893921540e+00,-3.106622188710825938e+01,2.489331037039227138e-34,2.489331037039227138e-34,2.479331037039227182e-14
7.507507507507507682e+01,5.362173935011021797e+00,-3.107240768433112166e+01,-3.358410683830790402e-34,-3.358410683830790402e-34,3.348410683830790467e-14
7.542264486708930349e+01,5.355936061027796846e+00,-3.107860766488448334e+01,2.946403186525683113e-34,2.946403186525683113e-34,2.936403186525683385e-14
7.577021465910354436e+01,5.349696948036934963e+00,-3.108482188305180571e+01,-1.388236856609220435e-34,-1.388236856609220435e-34,1.378236856609220417e-14
7.611778445111778524e+01,5.343456593115798015e+00,-3.109105039353584843e+01,-6.654520425558903956e-35,-6.654520425558903956e-35,6.554520425558903791e-15
7.646535424313201190e+01,5.337214993326422352e+00,-3.109729325145869083e+01,2.458025119070948441e-34,2.458025119070948441e-34,2.448025119070948645e-14
7.681292403514625278e+01,5.330972145715513477e+00,-3.110355051236169643e+01,-3.266063718047800490e-34,-3.266063718047800490e-34,3.256063718047800968e-14
7.716049382716049365e+01,5.324728047314449597e+00,-3.110982223220554133e+01,2.828644588902842519e-34,2.828644588902842519e-34,2.818644588902842812e-14
7.750806361917473453e+01,5.318482695139287841e+00,-3.111610846737019997e+01,-1.291175098168940559e-34,-1.291175098168940559e-34,1.281175098168940538e-14
7.785563341118896119e+01,5.312236086190748274e+00,-3.112240927465495233e+01,-7.053455444242092267e-35,-7.053455444242092267e-35,6.953455444242091650e-15
7.820320320320320207e+01,5.305988217454230771e+00,-3.112872471127838025e+01,2.425545481083660974e-34,2.425545481083660974e-34,2.415545481083661303e-14
7.855077299521742873e+01,5.299739085899806135e+00,-3.113505483487836401e+01,-3.175111266677621700e-34,-3.175111266677621700e-34,3.165111266677622170e-14
7.889834278723168381e+01,5.293488688482216098e+00,-3.114139970351208575e+01,2.714299349347496950e-34,2.714299349347496950e-34,2.704299349347496998e-14
7.924591257924591048e+01,5.287237022140876874e+00,-3.114775937565603314e+01,-1.198193387578129770e-34,-1.198193387578129770e-34,1.188193387578129758e-14
7.959348237126015135e+01,5.280984083799876494e+00,-3.115413391020599576e+01,-7.420508066048577005e-35,-7.420508066048577005e-35,7.320508066048577444e-15
7.994105216327437802e+01,5.274729870367975693e+00,-3.116052336647707222e+01,2.392000134526355170e-34,2.392000134526355170e-34,2.382000134526355397e-14
8.028862195528861889e+01,5.268474378738607022e+00,-3.116692780420364883e+01,-3.085583116603425616e-34,-3.085583116603425616e-34,3.075583116603425507e-14
8.063619174730285977e+01,5.262217605789878405e+00,-3.117334728353942097e+01,2.603308020328264028e-34,2.603308020328264028e-34,2.593308020328264320e-14
8.098376153931710064e+01,5.255959548384567803e+00,-3.117978186505738947e+01,-1.109167442939044502e-34,-1.109167442939044502e-34,1.099167442939044459e-14
8.133133133133132731e+01,5.249700203370124996e+00,-3.118623160974985353e+01,-7.757089257739807806e-35,-7.757089257739807806e-35,7.657089257739807090e-15
8.167890112334556818e+01,5.243439567578675131e+00,-3.119269657902841786e+01,2.357492097105948356e-34,2.357492097105948356e-34,2.347492097105948661e-14
8.202647091535980906e+01,5.237177637827015175e+00,-3.119917683472398906e+01,-2.997505578193317759e-34,-2.997505578193317759e-34,2.987505578193318088e-14
8.237404070737403572e+01,5.230914410916613910e+00,-3.120567243908676858e+01,2.495610527203730524e-34,2.495610527203730524e-34,2.485610527203730584e-14
8.272161049938827659e+01,5.224649883633613712e+00,-3.121218345478627043e+01,-1.023975396768356769e-34,-1.023975396768356769e-34,1.013975396768356677e-14
8.306918029140250326e+01,5.218384052748828772e+00,-3.121870994491130347e+01,-8.064564917832435130e-35,-8.064564917832435130e-35,7.964564917832434360e-15
8.341675008341674413e+01,5.212116915017745100e+00,-3.122525197296998556e+01,2.322119558087051248e-34,2.322119558087051248e-34,2.312119558087051382e-14
8.376431987543098501e+01,5.205848467180522299e+00,-3.123180960288972940e+01,-2.910901655884262976e-34,-2.910901655884262976e-34,2.900901655884262865e-14
8.411188966744522588e+01,5.199578705961995340e+00,-3.123838289901725673e+01,2.391146278062809976e-34,2.391146278062809976e-34,2.381146278062810060e-14
8.445945945945945255e+01,5.193307628071667459e+00,-3.124497192611858409e+01,-9.424978040641946019e-35,-9.424978040641946019e-35,9.324978040641946482e-15
8.480702925147369342e+01,5.187035230203715486e+00,-3.125157674937903707e+01,-8.344256836862829537e-35,-8.344256836862829537e-35,8.244256836862829707e-15
8.515459904348793430e+01,5.180761509036990731e+00,-3.125819743440324316e+01,2.285976039849245039e-34,2.285976039849245039e-34,2.275976039849245329e-14
8.550216883550217517e+01,5.174486461235017210e+00,-3.126483404721512827e+01,-2.825791212856251366e-34,-2.825791212856251366e-34,2.815791212856251444e-14
8.584973862751640183e+01,5.168210083445987202e+00,-3.127148665425792018e+01,2.289854267793593765e-34,2.289854267793593765e-34,2.279854267793594090e-14
8.619730841953064271e+01,5.161932372302771910e+00,-3.127815532239415219e+01,-8.646176469398073175e-35,-8.646176469398073175e-35,8.546176469398073301e-15
8.654487821154486937e+01,5.155653324422909911e+00,-3.128484011890565952e+01,-8.597443655504711252e-35,-8.597443655504711252e-35,8.497443655504710462e-15
8.689244800355911025e+01,5.149372936408616042e+00,-3.129154111149357931e+01,2.249150555724117634e-34,2.249150555724117634e-34,2.239150555724117678e-14
8.724001779557335112e+01,5.143091204846776066e+00,-3.129825836827834706e+01,-2.742191129940270691e-34,-2.742191129940270691e-34,2.732191129940270966e-14
8.758758758758759200e+01,5.136808126308948452e+00,-3.130499195779970734e+01,2.191673176593167203e-34,2.191673176593167203e-34,2.181673176593167263e-14
8.793515737960181866e+01,5.130523697351364376e+00,-3.131174194901669949e+01,-7.902203360262236725e-35,-7.902203360262236725e-35,7.802203360262236137e-15
8.828272717161605954e+01,5.124237914514927716e+00,-3.131850841130767904e+01,-8.825361819527772847e-35,-8.825361819527772847e-35,8.725361819527772001e-15
8.863029696363030041e+01,5.117950774325215946e+00,-3.132529141447028209e+01,2.211727764140646463e-34,2.211727764140646463e-34,2.201727764140646792e-14
8.897786675564452707e+01,5.111662273292477465e+00,-3.133209102872146445e+01,-2.660115458902488921e-34,-2.660115458902488921e-34,2.650115458902489168e-14
8.932543654765876795e+01,5.105372407911633381e+00,-3.133890732469748031e+01,2.096541463120529034e-34,2.096541463120529034e-34,2.086541463120529183e-14
8.967300633967299461e+01,5.099081174662278393e+00,-3.134574037345387865e+01,-7.191937088273781492e-35,-7.191937088273781492e-35,7.091937088273780995e-15
9.002057613168724970e+01,5.092788570008680793e+00,-3.135259024646551751e+01,-9.029206530523310806e-35,-9.029206530523310806e-35,8.929206530523310238e-15
9.036814592370147636e+01,5.086494590399778915e+00,-3.135945701562656041e+01,2.173788119098573779e-34,2.173788119098573779e-34,2.163788119098573955e-14
9.071571571571571724e+01,5.080199232269185572e+00,-3.136634075325046922e+01,-2.579575570245152617e-34,-2.579575570245152617e-34,2.569575570245152809e-14
9.106328550772994390e+01,5.073902492035186285e+00,-3.137324153207000066e+01,2.004397452489308456e-34,2.004397452489308456e-34,1.994397452489308539e-14
9.141085529974419899e+01,5.067604366100738389e+00,-3.138015942523722757e+01,-6.514280252043060595e-35,-6.514280252043060595e-35,6.414280252043060333e-15
9.175842509175842565e+01,5.061304850853471038e+00,-3.138709450632351405e+01,-9.210132691615674591e-35,-9.210132691615674591e-35,9.110132691615673805e-15
9.210599488377266653e+01,5.055003942665688754e+00,-3.139404684931953327e+01,2.135408017004948456e-34,2.135408017004948456e-34,2.125408017004948683e-14
9.245356467578689319e+01,5.048701637894365213e+00,-3.140101652863525672e+01,-2.500580295663685721e-34,-2.500580295663685721e-34,2.490580295663685837e-14
9.280113446780113406e+01,5.042397932881149458e+00,-3.140800361909995786e+01,1.915179419298136735e-34,1.915179419298136735e-34,1.905179419298136601e-14
9.314870425981537494e+01,5.036092823952363240e+00,-3.141500819596221561e+01,-5.868159601701530065e-35,-5.868159601701530065e-35,5.768159601701529890e-15
9.349627405182960160e+01,5.029786307418997460e+00,-3.142203033488990727e+01,-9.369255847167579343e-35,-9.369255847167579343e-35,9.269255847167578579e-15
9.384384384384384248e+01,5.023478379576721053e+00,-3.142907011197021916e+01,2.096659939906807633e-34,2.096659939906807633e-34,2.086659939906807799e-14
9.419141363585806914e+01,5.017169036705870333e+00,-3.143612760370963244e+01,-2.423136065297375257e-34,-2.423136065297375257e-34,2.413136065297375318e-14
9.453898342787232423e+01,5.010858275071457868e+00,-3.144320288703393018e+01,1.828825665881001294e-34,1.828825665881001294e-34,1.818825665881001363e-14
9.488655321988655089e+01,5.004546090923166268e+00,-3.145029603928820805e+01,-5.252525941486665968e-35,-5.252525941486665968e-35,5.152525941486666033e-15
9.523412301190079177e+01,4.998232480495353514e+00,-3.145740713823685297e+01,-9.507653115755774442e-35,-9.507653115755774442e-35,9.407653115755774470e-15
9.558169280391501843e+01,4.991917440007047624e+00,-3.146453626206355736e+01,2.057612595151328156e-34,2.057612595151328156e-34,2.047612595151328452e-14
9.592926259592925931e+01,4.985600965661951101e+00,-3.147168348937131555e+01,-2.347247039909861716e-34,-2.347247039909861716e-34,2.337247039909861840e-14
9.627683238794350018e+01,4.979283053648437374e+00,-3.147884889918243090e+01,1.745274595966186245e-34,1.745274595966186245e-34,1.735274595966186359e-14
9.662440217995774105e+01,4.972963700139555243e+00,-3.148603257093849095e+01,-4.666354008705693698e-35,-4.666354008705693698e-35,4.566354008705693633e-15
9.697197197197196772e+01,4.966642901293023549e+00,-3.149323458450041358e+01,-9.626364115677689255e-35,-9.626364115677689255e-35,9.526364115677688804e-15
9.731954176398620859e+01,4.960320653251232947e+00,-3.150045502014839371e+01,2.018331051517015588e-34,2.018331051517015588e-34,2.008331051517015656e-14
9.766711155600043526e+01,4.953996952141250354e+00,-3.150769395858193889e+01,-2.272915238133636001e-34,-2.272915238133636001e-34,2.262915238133636043e-14
9.801468134801469034e+01,4.947671794074812723e+00,-3.151495148091985499e+01,1.664464783916890163e-34,1.664464783916890163e-34,1.654464783916890106e-14
9.836225114002890280e+01,4.941345175148329716e+00,-3.152222766870026049e+01,-4.108642330465402846e-35,-4.108642330465402846e-35,4.008642330465402659e-15
9.870982093204315788e+01,4.935017091442885473e+00,-3.152952260388056160e+01,-9.726391882232901011e-35,-9.726391882232901011e-35,9.626391882232901039e-15
9.905739072405739876e+01,4.928687539024234177e+00,-3.153683636883748065e+01,1.978876871847078536e-34,1.978876871847078536e-34,1.968876871847078690e-14
9.940496051607162542e+01,4.922356513942805378e+00,-3.154416904636703123e+01,-2.200140658910869585e-34,-2.200140658910869585e-34,2.190140658910869847e-14
9.975253030808586630e+01,4.916024012233697782e+00,-3.155152071968453242e+01,1.586335039729688595e-34,1.586335039729688595e-34,1.576335039729688605e-14
1.001001001001001072e+02,4.909690029916685461e+00,-3.155889147242461235e+01,-3.578413059740573558e-35,-3.578413059740573558e-35,3.478413059740573522e-15
1.004476698921143338e+02,4.903354562996214305e+00,-3.156628138864119038e+01,-9.808703776229481002e-35,-9.808703776229481002e-35,9.708703776229480227e-15
1.007952396841285747e+02,4.897017607461403799e+00,-3.157369055280749137e+01,1.939308242238602685e-34,1.939308242238602685e-34,1.929308242238602920e-14
1.011428094761428014e+02,4.890679159286046129e+00,-3.158111904981604923e+01,-2.128921399260976296e-34,-2.128921399260976296e-34,2.118921399260976358e-14
1.014903792681570422e+02,4.884339214428601750e+00,-3.158856696497869265e+01,1.510824469955612312e-34,1.510824469955612312e-34,1.500824469955612161e-14
1.018379490601712973e+02,4.877997768832210035e+00,-3.159603438402656295e+01,-3.074711792169489472e-35,-3.074711792169489472e-35,2.974711792169489217e-15
1.021855188521855098e+02,4.871654818424677735e+00,-3.160352139311008557e+01,-9.874232383009849779e-35,-9.874232383009849779e-35,9.774232383009848923e-15
1.025330886441997649e+02,4.865310359118488748e+00,-3.161102807879900212e+01,1.899680097817624998e-34,1.899680097817624998e-34,1.889680097817625016e-14
1.028806584362139773e+02,4.858964386810797009e+00,-3.161855452808234901e+01,-2.059253767504481792e-34,-2.059253767504481792e-34,2.049253767504482102e-14
1.032282282282282324e+02,4.852616897383429162e+00,-3.162610082836847880e+01,1.437872534712487655e-34,1.437872534712487655e-34,1.427872534712487736e-14
1.035757980202424733e+02,4.846267886702884553e+00,-3.163366706748503177e+01,-2.596607364830005072e-35,-2.596607364830005072e-35,2.496607364830004652e-15
1.039233678122566999e+02,4.839917350620336123e+00,-3.164125333367895365e+01,-9.923876401557749137e-35,-9.923876401557749137e-35,9.823876401557748301e-15
1.042709376042709408e+02,4.833565284971628628e+00,-3.164885971561649569e+01,1.860044245155617764e-34,1.860044245155617764e-34,1.850044245155617730e-14
1.046185073962851675e+02,4.827211685577278644e+00,-3.165648630238320393e+01,-1.991132392068717184e-34,-1.991132392068717184e-34,1.981132392068717468e-14
1.049660771882994084e+02,4.820856548242476336e+00,-3.166413318348394057e+01,1.367419100940238224e-34,1.367419100940238224e-34,1.357419100940238147e-14
1.053136469803136492e+02,4.814499868757086354e+00,-3.167180044884285550e+01,-2.143191638438062817e-35,-2.143191638438062817e-35,2.043191638438062977e-15
1.056612167723278759e+02,4.808141642895643386e+00,-3.167948818880341477e+01,-9.958501523104813180e-35,-9.958501523104813180e-35,9.858501523104813028e-15
1.060087865643421168e+02,4.801781866417354827e+00,-3.168719649412836858e+01,1.820449481369481322e-34,1.820449481369481322e-34,1.810449481369481305e-14
1.063563563563563434e+02,4.795420535066100776e+00,-3.169492545599979039e+01,-1.924550326000469864e-34,-1.924550326000469864e-34,1.914550326000469944e-14
1.067039261483705843e+02,4.789057644570436700e+00,-3.170267516601903424e+01,1.299404492056204296e-34,1.299404492056204296e-34,1.289404492056204276e-14
1.070514959403848394e+02,4.782693190643585446e+00,-3.171044571620678099e+01,-1.713579264077112768e-35,-1.713579264077112768e-35,1.613579264077112826e-15
1.073990657323990519e+02,4.776327168983448779e+00,-3.171823719900298855e+01,-9.978941298827425948e-35,-9.978941298827425948e-35,9.878941298827425428e-15
1.077466355244133069e+02,4.769959575272595842e+00,-3.172604970726693452e+01,1.780941709951715575e-34,1.780941709951715575e-34,1.770941709951715586e-14
1.080942053164275478e+02,4.763590405178271148e+00,-3.173388333427719488e+01,-1.859499147309185750e-34,-1.859499147309185750e-34,1.849499147309185604e-14
1.084417751084417745e+02,4.757219654352391025e+00,-3.174173817373164397e+01,1.233769534162673160e-34,1.233769534162673160e-34,1.223769534162673068e-14
1.087893449004560154e+02,4.750847318431545396e+00,-3.174961431974745452e+01,-1.306907435746323766e-35,-1.306907435746323766e-35,1.206907435746323741e-15
1.091369146924702420e+02,4.744473393036994224e+00,-3.175751186686111893e+01,-9.985997996147795537e-35,-9.985997996147795537e-35,9.885997996147795453e-15
1.094844844844844829e+02,4.738097873774672841e+00,-3.176543091002841024e+01,1.741564053383637775e-34,1.741564053383637775e-34,1.731564053383637867e-14
1.098320542764987238e+02,4.731720756235188396e+00,-3.177337154462442470e+01,-1.795969055260320399e-34,-1.795969055260320399e-34,1.785969055260320274e-14
1.101796240685129504e+02,4.725342035993820744e+00,-3.178133386644353919e+01,1.170455598945201747e-34,1.170455598945201747e-34,1.160455598945201709e-14
1.105271938605271913e+02,4.718961708610521555e+00,-3.178931797169945028e+01,-9.223356297665214551e-36,-9.223356297665214551e-36,8.223356297665214937e-16
1.108747636525414180e+02,4.712579769629916093e+00,-3.179732395702514580e+01,-9.980443443332860352e-35,-9.980443443332860352e-35,9.880443443332860259e-15
1.112223334445556588e+02,4.706196214581300552e+00,-3.180535191947292617e+01,1.702356962578596603e-34,1.702356962578596603e-34,1.692356962578596644e-14
1.115699032365699139e+02,4.699811038978646494e+00,-3.181340195651438663e+01,-1.733948962736577688e-34,-1.733948962736577688e-34,1.723948962736577540e-14
1.119174730285841264e+02,4.693424238320597297e+00,-3.182147416604042078e+01,1.109404643405233971e-34,1.109404643405233971e-34,1.099404643405234010e-14
1.122650428205983815e+02,4.687035808090467270e+00,-3.182956864636123484e+01,-5.590453321701337866e-36,-5.590453321701337866e-36,4.590453321701338552e-16
1.126126126126126081e+02,4.680645743756243427e+00,-3.183768549620633337e+01,-9.963019862005208554e-35,-9.963019862005208554e-35,9.863019862005207807e-15
1.129601824046268490e+02,4.674254040770588148e+00,-3.184582481472451931e+01,1.663358323208382721e-34,1.663358323208382721e-34,1.653358323208382672e-14
1.133077521966410899e+02,4.667860694570833857e+00,-3.185398670148390110e+01,-1.673426584786505877e-34,-1.673426584786505877e-34,1.663426584786505955e-14
1.136553219886553165e+02,4.661465700578986571e+00,-3.186217125647189263e+01,1.050559246565869997e-34,1.050559246565869997e-34,1.040559246565869953e-14
1.140028917806695574e+02,4.655069054201725898e+00,-3.187037858009519908e+01,-2.162397551439790952e-36,-2.162397551439790952e-36,1.162397551439791071e-16
1.143504615726837841e+02,4.648670750830402376e+00,-3.187860877317984176e+01,-9.934440687225878958e-35,-9.934440687225878958e-35,9.834440687225878714e-15
1.146980313646980250e+02,4.642270785841038361e+00,-3.188686193697113680e+01,1.624603558962347191e-34,1.624603558962347191e-34,1.614603558962347193e-14
1.150456011567122658e+02,4.635869154594331576e+00,-3.189513817313370225e+01,-1.614388523471276055e-34,-1.614388523471276055e-34,1.604388523471275892e-14
1.153931709487264925e+02,4.629465852435650675e+00,-3.190343758375146166e+01,9.938626432766729180e-35,9.938626432766729180e-35,9.838626432766729395e-15
1.157407407407407476e+02,4.623060874695037903e+00,-3.191176027132763693e+01,1.068564565645117297e-36,1.068564565645117297e-36,6.856456564511735318e-18
1.160883105327549885e+02,4.616654216687207324e+00,-3.192010633878475190e+01,-9.895391374937912055e-35,-9.895391374937912055e-35,9.795391374937912457e-15
1.164358803247692151e+02,4.610245873711546594e+00,-3.192847588946464299e+01,1.586125731794747678e-34,1.586125731794747678e-34,1.576125731794747675e-14
1.167834501167834560e+02,4.603835841052112521e+00,-3.193686902712843079e+01,-1.556820349124042011e-34,-1.556820349124042011e-34,1.546820349124042001e-14
1.171310199087976827e+02,4.597424113977641724e+00,-3.194528585595655912e+01,9.392587552482141477e-35,9.392587552482141477e-35,9.292587552482141613e-15
1.174785897008119235e+02,4.591010687741535534e+00,-3.195372648054874887e+01,4.109975282954648480e-36,4.109975282954648480e-36,3.109975282954648803e-16
1.178261594928261644e+02,4.584595557581871539e+00,-3.196219100592405482e+01,-9.846530196470390644e-35,-9.846530196470390644e-35,9.746530196470391168e-15
1.181737292848403911e+02,4.578178718721402696e+00,-3.197067953752080172e+01,1.547955639211977812e-34,1.547955639211977812e-34,1.537955639211977894e-14
1.185212990768546319e+02,4.571760166367548450e+00,-3.197919218119664109e+01,-1.500706678130451587e-34,-1.500706678130451587e-34,1.490706678130451488e-14
1.188688688688688586e+02,4.565339895712406282e+00,-3.198772904322851218e+01,8.866922194426405307e-35,8.866922194426405307e-35,8.766922194426404716e-15
1.192164386608830995e+02,4.558917901932742822e+00,-3.199629023031266328e+01,6.969168662493672222e-36,6.969168662493672222e-36,5.969168662493672514e-16
1.195640084528973546e+02,4.552494180190000073e+00,-3.200487584956464104e+01,-9.788489019908290167e-35,-9.788489019908290167e-35,9.688489019908290147e-15
1.199115782449115670e+02,4.546068725630290963e+00,-3.201348600851930115e+01,1.510121908652638498e-34,1.510121908652638498e-34,1.500121908652638570e-14
1.202591480369258221e+02,4.539641533384399352e+00,-3.202212081513079056e+01,-1.446031247340034182e-34,-1.446031247340034182e-34,1.436031247340034113e-14
1.206067178289400346e+02,4.533212598567787133e+00,-3.203078037777257236e+01,8.361084139339502787e-35,8.361084139339502787e-35,8.261084139339502313e-15
1.209542876209542897e+02,4.526781916280582685e+00,-3.203946480523739382e+01,9.653273755989940069e-36,9.653273755989940069e-36,8.653273755989939980e-16
1.213018574129685305e+02,4.520349481607590647e+00,-3.204817420673732897e+01,-9.721874078134066091e-35,-9.721874078134066091e-35,9.621874078134065836e-15
1.216494272049827572e+02,4.513915289618288362e+00,-3.205690869190372894e+01,1.472651089016729763e-34,1.472651089016729763e-34,1.462651089016729702e-14
1.219969969969969981e+02,4.507479335366824991e+00,-3.206566837078725740e+01,-1.392776985211860667e-34,-1.392776985211860667e-34,1.382776985211860615e-14
1.223445667890112247e+02,4.501041613892019733e+00,-3.207445335385789065e+01,7.874534813586886664e-35,7.874534813586886664e-35,7.774534813586886302e-15
1.226921365810254656e+02,4.494602120217368046e+00,-3.208326375200488911e+01,1.216921785088791318e-35,1.216921785088791318e-35,1.116921785088791312e-15
1.230397063730397065e+02,4.488160849351038095e+00,-3.209209967653682583e+01,-9.647266723396565661e-35,-9.647266723396565661e-35,9.547266723396566080e-15
1.233872761650539331e+02,4.481717796285868971e+00,-3.210096123918157929e+01,1.435567739397180245e-34,1.435567739397180245e-34,1.425567739397180207e-14
1.237348459570681740e+02,4.475272955999371582e+00,-3.210984855208631927e+01,-1.340926079798963234e-34,-1.340926079798963234e-34,1.330926079798963166e-14
1.240824157490824291e+02,4.468826323453732208e+00,-3.211876172781752814e+01,7.406743500650752537e-35,7.406743500650752537e-35,7.306743500650752111e-15
1.244299855410966416e+02,4.462377893595808054e+00,-3.212770087936098662e+01,1.452372977317718228e-35,1.452372977317718228e-35,1.352372977317718285e-15
1.247775553331108966e+02,4.455927661357127256e+00,-3.213666612012177382e+01,-9.565224168232012967e-35,-9.565224168232012967e-35,9.465224168232012475e-15
1.251251251251251091e+02,4.449475621653895097e+00,-3.214565756392427431e+01,1.398894515067893171e-34,1.398894515067893171e-34,1.388894515067893185e-14
1.254726949171393642e+02,4.443021769386986897e+00,-3.215467532501217818e+01,-1.290460043674036913e-34,-1.290460043674036913e-34,1.280460043674036813e-14
1.258202647091536051e+02,4.436566099441948019e+00,-3.216371951804847384e+01,6.957187530751702491e-35,6.957187530751702491e-35,6.857187530751702554e-15
1.261678345011678317e+02,4.430108606689000972e+00,-3.217279025811544813e+01,1.672334324035796107e-35,1.672334324035796107e-35,1.572334324035796085e-15
1.265154042931820726e+02,4.423649285983040080e+00,-3.218188766071470042e+01,-9.476280212681271769e-35,-9.476280212681271769e-35,9.376280212681271305e-15
1.268629740851962993e+02,4.417188132163628822e+00,-3.219101184176712849e+01,1.362652250784774108e-34,1.362652250784774108e-34,1.352652250784774122e-14
1.272105438772105401e+02,4.410725140055006044e+00,-3.220016291761292848e+01,-1.241359775893261916e-34,-1.241359775893261916e-34,1.231359775893261830e-14
1.275581136692247810e+02,4.404260304466083298e+00,-3.220934100501159492e+01,6.525352449547681567e-35,6.525352449547681567e-35,6.425352449547681085e-15
